,gene_name,Bcells replicate 1 half_life,Bcells replicate 1 dataQual,Bcells replicate 1 R_sq,Bcells replicate 2 half_life,Bcells replicate 2 dataQual,Bcells replicate 2 R_sq,NK cells replicate 1 half_life,NK cells replicate 1 dataQual,NK cells replicate 1 R_sq,NK cells replicate 2 half_life,NK cells replicate 2 dataQual,NK cells replicate 2 R_sq,Hepatocytes replicate 1 half_life,Hepatocytes replicate 1 dataQual,Hepatocytes replicate 1 R_sq,Hepatocytes replicate 2 half_life,Hepatocytes replicate 2 dataQual,Hepatocytes replicate 2 R_sq,Monocytes replicate 1 half_life,Monocytes replicate 1 dataQual,Monocytes replicate 1 R_sq,Monocytes replicate 2 half_life,Monocytes replicate 2 dataQual,Monocytes replicate 2 R_sq,"Mouse Neurons, replicate 3 half_life","Mouse Neurons, replicate 3 dataQual","Mouse Neurons, replicate 3 R_sq","Mouse Neurons, replicate 4 half_life","Mouse Neurons, replicate 4 dataQual","Mouse Neurons, replicate 4 R_sq",Bcell_mean,NKcell_mean,Hepatocytes_mean,Monocytes_mean,MouseNeuorons_mean,Max_halflife
8238,JAM2,,,,,,,,,,,,,,,,,,,,,,,,,24.008000000000003,weak,0.9259999999999999,18.891,weak,0.998,,,,,21.4495,21.4495
8239,JPH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.025999999999996,weak,0.986,,,,,35.025999999999996,35.025999999999996
8240,KAZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.374,good,0.992,,,,,38.374,38.374
8241,KCNA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.369,weak,0.996,,,,,29.369,29.369
8242,KCNB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.444000000000003,weak,0.992,,,,,28.444000000000003,28.444000000000003
8243,KCNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.57,weak,0.9790000000000001,,,,,39.57,39.57
8244,KCND2,,,,,,,,,,,,,,,,,,,,,,,,,22.497,weak,0.9540000000000001,36.205999999999996,good,0.9990000000000001,,,,,29.351499999999998,29.351499999999998
8245,KCND3,,,,,,,,,,,,,,,,,,,,,,,,,26.124000000000002,weak,0.997,36.071999999999996,good,0.996,,,,,31.098,31.098
8246,KCNIP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.859,good,0.995,,,,,22.859,22.859
8247,KCNMA1,,,,,,,,,,,,,,,,,,,,,,,,,30.155,weak,0.998,32.95,weak,0.943,,,,,31.552500000000002,31.552500000000002
8248,KCNN3,,,,,,,,,,,,,,,,,,,,,,,,,82.709,weak,0.9690000000000001,47.802,weak,0.961,,,,,65.2555,65.2555
8249,KCNQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.261,good,0.997,,,,,17.261,17.261
8250,KCNQ5,,,,,,,,,,,,,,,,,,,,,,,,,16.531,weak,0.9390000000000001,15.755999999999998,good,0.9620000000000001,,,,,16.1435,16.1435
8251,KCTD16,,,,,,,,,,,,,,,,,,,,,,,,,24.366999999999997,weak,0.99,32.965,good,0.995,,,,,28.666,28.666
8252,KCTD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.572,weak,0.992,,,,,27.572,27.572
8253,KIAA0895L,,,,,,,,,,,,,,,,,,,,,,,,,17.988,weak,0.951,24.691,weak,0.972,,,,,21.3395,21.3395
8254,KIAA2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.582,weak,0.87,,,,,8.582,8.582
8255,KIF1A,,,,,,,,,,,,,,,,,,,,,,,,,12.027999999999999,good,0.9309999999999999,10.867,good,0.9490000000000001,,,,,11.4475,11.4475
8256,KIF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.124,weak,0.956,,,,,74.124,74.124
8257,KIFC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.208000000000002,weak,0.9990000000000001,,,,,28.208000000000002,28.208000000000002
8258,KIT,,,,,,,,,,,,,,,,,,,,,,,,,26.291,good,0.883,25.831999999999997,good,0.987,,,,,26.0615,26.0615
8259,KLHL18,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.647,weak,0.9990000000000001,,,,,59.647,59.647
8260,KLHL25,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.723000000000003,weak,0.982,,,,,24.723000000000003,24.723000000000003
8261,KLHL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.515,good,0.905,,,,,13.515,13.515
8262,KNDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.806,weak,0.99,,,,,14.806,14.806
8263,KSR2,,,,,,,,,,,,,,,,,,,,,,,,,31.508000000000003,weak,0.948,36.468,weak,0.987,,,,,33.988,33.988
8264,L7RN6,,,,,,,,,,,,,,,,,,,,,,,,,62.926,weak,0.978,69.44800000000001,weak,0.975,,,,,66.18700000000001,66.18700000000001
8265,LARP6,,,,,,,,,,,,,,,,,,,,,,,,,29.44,weak,0.9420000000000001,26.235,weak,0.998,,,,,27.8375,27.8375
8266,LDAH,,,,,,,,,,,,,,,,,,,,,,,,,38.741,weak,1.0,39.872,weak,0.9990000000000001,,,,,39.3065,39.3065
8267,LGI1,,,,,,,,,,,,,,,,,,,,,,,,,25.505,weak,0.985,25.553,good,0.993,,,,,25.529,25.529
8268,LINGO1,,,,,,,,,,,,,,,,,,,,,,,,,17.994,good,0.9620000000000001,18.887999999999998,good,0.9790000000000001,,,,,18.441,18.441
8269,LINGO2,,,,,,,,,,,,,,,,,,,,,,,,,21.493000000000002,weak,0.98,22.247,weak,0.987,,,,,21.87,21.87
8270,LMAN1L,,,,,,,,,,,,,,,,,,,,,,,,,425.949,good,0.9740000000000001,516.938,good,0.996,,,,,471.4435,471.4435
8271,LMLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.463,weak,0.983,,,,,29.463,29.463
8272,LMTK3,,,,,,,,,,,,,,,,,,,,,,,,,18.901,good,0.9990000000000001,22.314,good,0.9990000000000001,,,,,20.6075,20.6075
8273,LRCH2,,,,,,,,,,,,,,,,,,,,,,,,,26.903000000000002,good,0.9940000000000001,29.179000000000002,good,0.995,,,,,28.041000000000004,28.041000000000004
8274,LRFN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.766,good,0.9990000000000001,,,,,25.766,25.766
8275,LRFN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.358000000000004,weak,0.983,,,,,32.358000000000004,32.358000000000004
8276,LRFN4,,,,,,,,,,,,,,,,,,,,,,,,,30.468000000000004,good,0.991,41.989,good,0.988,,,,,36.2285,36.2285
8277,LRFN5,,,,,,,,,,,,,,,,,,,,,,,,,32.653,weak,0.972,33.416,good,0.995,,,,,33.034499999999994,33.034499999999994
8278,LRP3,,,,,,,,,,,,,,,,,,,,,,,,,16.619,weak,0.9620000000000001,17.348,good,0.98,,,,,16.9835,16.9835
8279,LRRC16B,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.559,good,0.9940000000000001,,,,,36.559,36.559
8280,LRRC49,,,,,,,,,,,,,,,,,,,,,,,,,19.305,good,0.995,23.51,good,0.995,,,,,21.4075,21.4075
8281,LRRC4B,,,,,,,,,,,,,,,,,,,,,,,,,39.144,good,0.9990000000000001,43.277,good,0.9990000000000001,,,,,41.210499999999996,41.210499999999996
8282,LRRC4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.974,weak,0.9840000000000001,,,,,46.974,46.974
8283,LRRC73,,,,,,,,,,,,,,,,,,,,,,,,,29.354,weak,0.993,29.668000000000003,weak,0.998,,,,,29.511000000000003,29.511000000000003
8284,LRRN1,,,,,,,,,,,,,,,,,,,,,,,,,15.544,good,0.941,18.022000000000002,good,0.9109999999999999,,,,,16.783,16.783
8285,LRRTM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.862,weak,0.95,,,,,22.862,22.862
8286,LRRTM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.954,weak,0.929,,,,,22.954,22.954
8287,LSAMP,,,,,,,,,,,,,,,,,,,,,,,,,47.747,good,0.992,54.324,good,1.0,,,,,51.0355,51.0355
8288,LSM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.679000000000002,weak,0.992,,,,,20.679000000000002,20.679000000000002
8289,LSM11,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.129,weak,0.9259999999999999,,,,,19.129,19.129
8290,LY6H,,,,,,,,,,,,,,,,,,,,,,,,,39.934,good,1.0,46.461000000000006,good,0.9990000000000001,,,,,43.197500000000005,43.197500000000005
8291,LYSMD1,,,,,,,,,,,,,,,,,,,,,,,,,30.08,good,0.997,44.406000000000006,good,0.9990000000000001,,,,,37.243,37.243
8292,LZTS1,,,,,,,,,,,,,,,,,,,,,,,,,13.565999999999999,good,0.9259999999999999,13.319,good,0.978,,,,,13.442499999999999,13.442499999999999
8293,MACROD2,,,,,,,,,,,,,,,,,,,,,,,,,36.768,weak,0.995,42.398999999999994,good,0.9640000000000001,,,,,39.5835,39.5835
8294,MAGEE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.525,good,0.9109999999999999,,,,,10.525,10.525
8295,MAGEE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.77,good,0.982,,,,,27.77,27.77
8296,MAGI2,,,,,,,,,,,,,,,,,,,,,,,,,32.501,good,0.995,41.141999999999996,good,1.0,,,,,36.8215,36.8215
8297,MANEAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.709,weak,0.883,,,,,89.709,89.709
8298,MAP1LC3A,,,,,,,,,,,,,,,,,,,,,,,,,50.081,good,0.98,65.153,good,0.997,,,,,57.617000000000004,57.617000000000004
8299,MAP1LC3B,,,,,,,,,,,,,,,,,,,,,,,,,50.993,good,0.996,66.023,good,0.9990000000000001,,,,,58.507999999999996,58.507999999999996
8300,MAP3K12,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.220999999999998,weak,0.995,,,,,12.220999999999998,12.220999999999998
8301,MAP9,,,,,,,,,,,,,,,,,,,,,,,,,11.027000000000001,good,0.986,12.458,good,0.9590000000000001,,,,,11.7425,11.7425
8302,MAPK10,,,,,,,,,,,,,,,,,,,,,,,,,26.336,weak,0.991,27.589000000000002,good,0.9890000000000001,,,,,26.9625,26.9625
8303,MAPK8IP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.917,good,0.945,,,,,13.917,13.917
8304,MARK1,,,,,,,,,,,,,,,,,,,,,,,,,46.878,good,0.993,64.11399999999999,good,0.998,,,,,55.495999999999995,55.495999999999995
8305,MAST1,,,,,,,,,,,,,,,,,,,,,,,,,17.615,good,0.9940000000000001,21.165,good,0.996,,,,,19.39,19.39
8306,MDGA2,,,,,,,,,,,,,,,,,,,,,,,,,45.368,weak,0.9790000000000001,47.693000000000005,good,0.978,,,,,46.5305,46.5305
8307,MDP1,,,,,,,,,,,,,,,,,,,,,,,,,55.608000000000004,weak,0.996,77.722,good,0.9990000000000001,,,,,66.66499999999999,66.66499999999999
8308,MED7,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.92100000000001,weak,0.935,,,,,63.92100000000001,63.92100000000001
8309,MEGF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.176,good,0.909,,,,,22.176,22.176
8310,MEIS2,,,,,,,,,,,,,,,,,,,,,,,,,18.919,weak,0.993,23.765,weak,0.985,,,,,21.342,21.342
8311,MEX3A,,,,,,,,,,,,,,,,,,,,,,,,,31.721999999999998,good,0.912,36.928000000000004,good,0.985,,,,,34.325,34.325
8312,MEX3B,,,,,,,,,,,,,,,,,,,,,,,,,16.789,weak,0.963,,,,,,,,16.789,16.789
8313,MEX3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.129,good,0.973,,,,,47.129,47.129
8314,MGAT5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.144000000000002,weak,0.866,,,,,16.144000000000002,16.144000000000002
8315,MGRN1,,,,,,,,,,,,,,,,,,,,,,,,,20.723000000000003,weak,0.9309999999999999,20.873,good,0.9690000000000001,,,,,20.798000000000002,20.798000000000002
8316,MIC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.389,weak,0.9009999999999999,,,,,84.389,84.389
8317,MLC1,,,,,,,,,,,,,,,,,,,,,,,,,19.399,weak,0.8859999999999999,29.469,weak,0.9940000000000001,,,,,24.434,24.434
8318,MMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.27,weak,0.956,,,,,23.27,23.27
8319,MMD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.578,weak,0.981,,,,,65.578,65.578
8320,MMP24,,,,,,,,,,,,,,,,,,,,,,,,,18.22,weak,0.982,15.817,weak,0.934,,,,,17.0185,17.0185
8321,MOAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.422,weak,0.9179999999999999,,,,,13.422,13.422
8322,MORC2A,,,,,,,,,,,,,,,,,,,,,,,,,22.111,good,0.992,22.64,good,0.9990000000000001,,,,,22.375500000000002,22.375500000000002
8323,MORN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.964000000000002,good,0.981,,,,,24.964000000000002,24.964000000000002
8324,MPP3,,,,,,,,,,,,,,,,,,,,,,,,,36.185,weak,0.991,35.108000000000004,good,1.0,,,,,35.6465,35.6465
8325,MPPED1,,,,,,,,,,,,,,,,,,,,,,,,,18.785999999999998,weak,0.9620000000000001,18.754,weak,0.977,,,,,18.77,18.77
8326,MPPED2,,,,,,,,,,,,,,,,,,,,,,,,,39.838,weak,0.992,47.648,good,0.9990000000000001,,,,,43.743,43.743
8327,MRAS,,,,,,,,,,,,,,,,,,,,,,,,,30.103,good,0.997,35.333,good,0.998,,,,,32.718,32.718
8328,MROH7,,,,,,,,,,,,,,,,,,,,,,,,,423.755,weak,0.883,,,,,,,,423.755,423.755
8329,MSI1,,,,,,,,,,,,,,,,,,,,,,,,,66.92699999999999,weak,0.9470000000000001,87.834,good,0.9570000000000001,,,,,77.3805,77.3805
8330,MSI2,,,,,,,,,,,,,,,,,,,,,,,,,64.84,good,0.995,80.692,good,0.9990000000000001,,,,,72.76599999999999,72.76599999999999
8331,MTG1,,,,,,,,,,,,,,,,,,,,,,,,,30.903000000000002,weak,0.977,,,,,,,,30.903000000000002,30.903000000000002
8332,MTND3,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.27700000000002,weak,0.963,,,,,145.27700000000002,145.27700000000002
8333,MYG1,,,,,,,,,,,,,,,,,,,,,,,,,113.738,weak,0.9670000000000001,153.226,weak,0.995,,,,,133.482,133.482
8334,MYL12B,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.196,weak,1.0,,,,,70.196,70.196
8335,MYO16,,,,,,,,,,,,,,,,,,,,,,,,,16.590999999999998,good,0.924,14.072000000000001,good,0.993,,,,,15.331499999999998,15.331499999999998
8336,MYT1L,,,,,,,,,,,,,,,,,,,,,,,,,13.125,good,0.98,13.696,good,0.9670000000000001,,,,,13.410499999999999,13.410499999999999
8337,NACAD,,,,,,,,,,,,,,,,,,,,,,,,,38.052,good,0.9990000000000001,46.516000000000005,good,0.9990000000000001,,,,,42.284000000000006,42.284000000000006
8338,NATD1,,,,,,,,,,,,,,,,,,,,,,,,,34.205999999999996,weak,0.951,48.475,weak,0.992,,,,,41.3405,41.3405
8339,NAV3,,,,,,,,,,,,,,,,,,,,,,,,,23.342,weak,0.992,25.239,good,0.998,,,,,24.2905,24.2905
8340,NCAM2,,,,,,,,,,,,,,,,,,,,,,,,,39.748000000000005,good,0.996,47.908,good,0.996,,,,,43.828,43.828
8341,NCAN,,,,,,,,,,,,,,,,,,,,,,,,,26.62,good,0.867,28.34,good,0.892,,,,,27.48,27.48
8342,NCS1,,,,,,,,,,,,,,,,,,,,,,,,,41.613,good,0.998,50.638000000000005,good,0.998,,,,,46.1255,46.1255
8343,NDFIP2,,,,,,,,,,,,,,,,,,,,,,,,,9.568,weak,0.8959999999999999,13.374,weak,0.882,,,,,11.471,11.471
8344,NDN,,,,,,,,,,,,,,,,,,,,,,,,,18.845,weak,0.983,16.736,weak,0.953,,,,,17.7905,17.7905
8345,NDNF,,,,,,,,,,,,,,,,,,,,,,,,,34.946,weak,0.934,35.658,weak,0.905,,,,,35.302,35.302
8346,NEBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.849,weak,0.9740000000000001,,,,,24.849,24.849
8347,NECAB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.973000000000003,weak,0.946,,,,,24.973000000000003,24.973000000000003
8348,NECAB2,,,,,,,,,,,,,,,,,,,,,,,,,44.5,weak,0.973,44.998000000000005,good,0.9990000000000001,,,,,44.749,44.749
8349,NEFL,,,,,,,,,,,,,,,,,,,,,,,,,50.92100000000001,good,0.997,45.071999999999996,good,0.997,,,,,47.9965,47.9965
8350,NEGR1,,,,,,,,,,,,,,,,,,,,,,,,,39.071,good,1.0,48.946000000000005,good,0.9990000000000001,,,,,44.0085,44.0085
8351,NEK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71600000000001,weak,0.985,,,,,69.71600000000001,69.71600000000001
8352,NETO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.89,weak,0.9940000000000001,,,,,31.89,31.89
8353,NEUROD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.118,weak,0.945,,,,,12.118,12.118
8354,NICN1,,,,,,,,,,,,,,,,,,,,,,,,,37.161,weak,0.9940000000000001,,,,,,,,37.161,37.161
8355,NLGN2,,,,,,,,,,,,,,,,,,,,,,,,,32.083,good,0.997,44.347,good,0.997,,,,,38.215,38.215
8356,NLGN3,,,,,,,,,,,,,,,,,,,,,,,,,29.941999999999997,good,0.9990000000000001,33.760999999999996,good,1.0,,,,,31.851499999999994,31.851499999999994
8357,NLGN4L,,,,,,,,,,,,,,,,,,,,,,,,,22.814,weak,0.9670000000000001,15.873,weak,0.985,,,,,19.3435,19.3435
8358,NOCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.59,good,0.992,,,,,21.59,21.59
8359,NOL4,,,,,,,,,,,,,,,,,,,,,,,,,17.192,weak,0.976,22.248,weak,0.975,,,,,19.72,19.72
8360,NOL4L,,,,,,,,,,,,,,,,,,,,,,,,,18.184,good,0.972,20.679000000000002,weak,0.975,,,,,19.4315,19.4315
8361,NOVA1,,,,,,,,,,,,,,,,,,,,,,,,,36.052,weak,0.995,42.988,good,1.0,,,,,39.519999999999996,39.519999999999996
8362,NPDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.923,good,0.914,,,,,18.923,18.923
8363,NPR3,,,,,,,,,,,,,,,,,,,,,,,,,18.27,weak,0.978,16.758,weak,0.988,,,,,17.514,17.514
8364,NR2F1,,,,,,,,,,,,,,,,,,,,,,,,,22.74,weak,0.9940000000000001,24.54,good,0.983,,,,,23.64,23.64
8365,NRADD,,,,,,,,,,,,,,,,,,,,,,,,,119.405,weak,0.909,121.415,weak,0.9470000000000001,,,,,120.41,120.41
8366,NRCAM,,,,,,,,,,,,,,,,,,,,,,,,,21.209,good,0.9940000000000001,25.487,good,0.991,,,,,23.348,23.348
8367,NRXN1,,,,,,,,,,,,,,,,,,,,,,,,,18.379,good,0.98,19.575,good,0.991,,,,,18.977,18.977
8368,NRXN2,,,,,,,,,,,,,,,,,,,,,,,,,19.417,good,0.971,20.576999999999998,good,0.99,,,,,19.997,19.997
8369,NSG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.177999999999999,weak,0.861,,,,,11.177999999999999,11.177999999999999
8370,NSG2,,,,,,,,,,,,,,,,,,,,,,,,,8.945,weak,0.873,,,,,,,,8.945,8.945
8371,NT5M,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.87200000000001,weak,0.9079999999999999,,,,,108.87200000000001,108.87200000000001
8372,NTM,,,,,,,,,,,,,,,,,,,,,,,,,50.964,good,0.9990000000000001,61.255,good,1.0,,,,,56.1095,56.1095
8373,NTNG2,,,,,,,,,,,,,,,,,,,,,,,,,36.449,weak,0.927,44.531000000000006,good,0.997,,,,,40.49,40.49
8374,NTRK2,,,,,,,,,,,,,,,,,,,,,,,,,19.974,good,0.996,22.319000000000003,good,0.99,,,,,21.146500000000003,21.146500000000003
8375,NTSR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.994,weak,0.9590000000000001,,,,,36.994,36.994
8376,NUSAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.19,weak,0.872,,,,,43.19,43.19
8377,NXPH1,,,,,,,,,,,,,,,,,,,,,,,,,20.965,weak,0.965,21.308000000000003,weak,0.9940000000000001,,,,,21.1365,21.1365
8378,OLFM1,,,,,,,,,,,,,,,,,,,,,,,,,20.979,weak,0.912,20.247,good,0.862,,,,,20.613,20.613
8379,OLFR94,,,,,,,,,,,,,,,,,,,,,,,,,17.867,weak,0.9670000000000001,,,,,,,,17.867,17.867
8380,OMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.773,weak,0.993,,,,,60.773,60.773
8381,OPCML,,,,,,,,,,,,,,,,,,,,,,,,,46.792,good,0.9990000000000001,60.495,good,0.997,,,,,53.6435,53.6435
8382,OSCP1,,,,,,,,,,,,,,,,,,,,,,,,,50.103,weak,0.998,60.218999999999994,good,0.9940000000000001,,,,,55.161,55.161
8383,PAK7,,,,,,,,,,,,,,,,,,,,,,,,,31.098000000000003,good,0.9990000000000001,39.751999999999995,good,0.9990000000000001,,,,,35.425,35.425
8384,PAKAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.118000000000002,weak,0.9990000000000001,,,,,21.118000000000002,21.118000000000002
8385,PALM,,,,,,,,,,,,,,,,,,,,,,,,,57.87,good,0.997,84.65899999999999,good,0.998,,,,,71.2645,71.2645
8386,PAM,,,,,,,,,,,,,,,,,,,,,,,,,21.668000000000003,good,0.938,20.976,good,0.9790000000000001,,,,,21.322000000000003,21.322000000000003
8387,PAQR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.183,weak,0.993,,,,,60.183,60.183
8388,PAQR9,,,,,,,,,,,,,,,,,,,,,,,,,54.03,weak,0.988,52.748999999999995,weak,0.9790000000000001,,,,,53.3895,53.3895
8389,PARD6G,,,,,,,,,,,,,,,,,,,,,,,,,48.78,weak,0.982,,,,,,,,48.78,48.78
8390,PAX6,,,,,,,,,,,,,,,,,,,,,,,,,16.812,weak,0.9390000000000001,,,,,,,,16.812,16.812
8391,PBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.927,weak,0.893,,,,,117.927,117.927
8392,PBX1,,,,,,,,,,,,,,,,,,,,,,,,,26.045,weak,0.98,25.769000000000002,good,0.985,,,,,25.907000000000004,25.907000000000004
8393,PCDH10,,,,,,,,,,,,,,,,,,,,,,,,,20.615,good,0.976,25.278000000000002,good,0.975,,,,,22.9465,22.9465
8394,PCDH11X,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.369,weak,0.976,,,,,25.369,25.369
8395,PCDH17,,,,,,,,,,,,,,,,,,,,,,,,,17.913,good,0.966,21.195,good,0.966,,,,,19.554000000000002,19.554000000000002
8396,PCDH19,,,,,,,,,,,,,,,,,,,,,,,,,14.033,good,0.9940000000000001,18.433,good,0.9840000000000001,,,,,16.233,16.233
8397,PCDH7,,,,,,,,,,,,,,,,,,,,,,,,,20.775,good,0.97,21.616999999999997,good,0.9840000000000001,,,,,21.195999999999998,21.195999999999998
8398,PCDH8,,,,,,,,,,,,,,,,,,,,,,,,,13.534,good,0.8809999999999999,13.061,good,0.889,,,,,13.2975,13.2975
8399,PCDH9,,,,,,,,,,,,,,,,,,,,,,,,,24.783,good,0.993,25.724,good,0.9940000000000001,,,,,25.253500000000003,25.253500000000003
8400,PCDHAC2,,,,,,,,,,,,,,,,,,,,,,,,,15.952,weak,0.965,17.052,good,0.9840000000000001,,,,,16.502,16.502
8401,PCDHGA2,,,,,,,,,,,,,,,,,,,,,,,,,17.355,weak,0.8859999999999999,17.442,weak,0.8759999999999999,,,,,17.3985,17.3985
8402,PCDHGA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.017000000000001,weak,0.922,,,,,13.017000000000001,13.017000000000001
8403,PCDHGA9,,,,,,,,,,,,,,,,,,,,,,,,,15.944,weak,0.878,11.69,weak,0.919,,,,,13.817,13.817
8404,PCDHGB6,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.317,weak,0.982,,,,,14.317,14.317
8405,PCGF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.763,weak,0.998,,,,,25.763,25.763
8406,PCSK1N,,,,,,,,,,,,,,,,,,,,,,,,,14.157,weak,0.998,18.893,good,0.998,,,,,16.525,16.525
8407,PCSK2,,,,,,,,,,,,,,,,,,,,,,,,,18.852,weak,0.945,21.089000000000002,good,0.945,,,,,19.9705,19.9705
8408,PDE10A,,,,,,,,,,,,,,,,,,,,,,,,,37.778,weak,1.0,46.785,good,0.9990000000000001,,,,,42.281499999999994,42.281499999999994
8409,PDE1A,,,,,,,,,,,,,,,,,,,,,,,,,19.234,weak,0.998,21.944000000000003,good,0.992,,,,,20.589000000000002,20.589000000000002
8410,PDE4B,,,,,,,,,,,,,,,,,,,,,,,,,41.035,weak,0.981,45.313,good,0.998,,,,,43.174,43.174
8411,PDGFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.99,weak,0.914,,,,,47.99,47.99
8412,PDGFRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.794,weak,0.9129999999999999,,,,,86.794,86.794
8413,PDLIM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.413,weak,0.968,,,,,73.413,73.413
8414,PDP2,,,,,,,,,,,,,,,,,,,,,,,,,34.942,weak,0.9890000000000001,36.268,good,0.9840000000000001,,,,,35.605000000000004,35.605000000000004
8415,PDZRN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.755999999999998,weak,0.9670000000000001,,,,,14.755999999999998,14.755999999999998
8416,PGBD5,,,,,,,,,,,,,,,,,,,,,,,,,20.058,weak,0.986,29.241999999999997,weak,0.995,,,,,24.65,24.65
8417,PHACTR1,,,,,,,,,,,,,,,,,,,,,,,,,22.623,good,0.9990000000000001,29.543000000000003,good,0.996,,,,,26.083000000000002,26.083000000000002
8418,PHACTR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.881999999999998,weak,0.996,,,,,21.881999999999998,21.881999999999998
8419,PHC1,,,,,,,,,,,,,,,,,,,,,,,,,19.590999999999998,weak,0.998,21.47,weak,0.9990000000000001,,,,,20.530499999999996,20.530499999999996
8420,PHF24,,,,,,,,,,,,,,,,,,,,,,,,,55.037,good,0.9990000000000001,70.47800000000001,good,0.9990000000000001,,,,,62.75750000000001,62.75750000000001
8421,PHKA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.209,good,0.9990000000000001,,,,,112.209,112.209
8422,PHYHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.094,good,0.997,,,,,22.094,22.094
8423,PHYHIPL,,,,,,,,,,,,,,,,,,,,,,,,,31.973000000000003,good,0.9990000000000001,41.809,good,1.0,,,,,36.891,36.891
8424,PIANP,,,,,,,,,,,,,,,,,,,,,,,,,20.824,weak,0.9990000000000001,,,,,,,,20.824,20.824
8425,PICK1,,,,,,,,,,,,,,,,,,,,,,,,,41.456,weak,0.9990000000000001,50.172,good,0.996,,,,,45.814,45.814
8426,PKIA,,,,,,,,,,,,,,,,,,,,,,,,,24.835,weak,0.995,26.537,weak,0.997,,,,,25.686,25.686
8427,PLAT,,,,,,,,,,,,,,,,,,,,,,,,,25.923000000000002,weak,0.978,21.953000000000003,weak,0.9890000000000001,,,,,23.938000000000002,23.938000000000002
8428,PLPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.751999999999995,weak,0.9670000000000001,,,,,59.751999999999995,59.751999999999995
